,Code,PT,DOMES,Description,Lat,Lon,Height
6740,NYLP,A,77001P115,Lockport,43 09 54.8,281 14 46.6,165.1
6741,NYSB,A,77001P129,SHERBURNE,42 40 45.0,284 29 12.5,295.9
6742,PAFM,A,77001P455,MCCONNELLSBURG,39 57 44.9,282 01 16.3,285.5
6743,PAJP,A,77001P461,PUNXSUTAWNEY,40 56 44.6,281 02 56.6,379.3
6744,PAMM,A,77001P462,Mercer,41 13 46.3,279 45 18.1,354.4
6745,PAWG,A,77001P466,Greensburg,40 18 19.2,280 29 37.6,334.9
6746,SOWR,A,49621S001,Kalamazoo,42 13 33.1,274 27 59.1,231.4
6747,UOFM,A,49969S001,Ann Arbor,42 17 44.9,276 09 37.1,242.6
6748,VODG,A,77001P827,DOWNERGROVE COOP,41 47 41.8,271 59 45.2,193.6
6749,WVBR,A,77001P881,Bridgeport,39 18 28.9,279 43 21.3,269
6750,WVMO,A,77001P888,MORGANTOWN,39 38 45.2,280 01 48.2,326.1
6751,WVSH,A,77001P895,Sherrard,39 59 49.1,279 19 13.6,383.3
6752,PARY,A,40157M001,Parry Sound,45 20 18.7,279 57 50.7,145
6753,PCK5,A,77001P470,Pickford 5,46 03 53.1,275 38 17.3,216.2
6754,PCK6,A,77001P471,Pickford 6,46 03 53.9,275 38 16.8,215.9
6755,OTZ1,A,77001P203,Kotzebue WAAS,66 53 14.3,197 23 19.0,10.4
6756,PUO1,A,49516S001,Old Airport Tower,70 15 13.9,211 39 24.2,21.4
6757,FALK,A,80602M001,falk,-51 41 37.1,302 07 33.3,50.8
6758,PALM,A,66005M002,"Palmer Station, Antarc",-64 46 30.3,295 56 55.9,31.1
6759,BOMJ,A,41612M001,Bom Jesus da Lapa,-13 15 20.0,316 34 41.7,419.4
6760,CN07,A,40810M001,PuertoPlatCR2012,19 45 27.4,289 26 02.9,-32.3
6761,GTK0,A,43602S007,Grand Turk,21 25 58.0,288 51 19.4,-31.1
6762,PUR6,A,82001M002,Puerto Rico 6,18 27 47.4,292 55 59.3,89.1
6763,DEDO,A,25504M001,DELAWARE STATE U,39 11 12.3,284 27 40.2,-4.5
6764,DEMI,A,77000P298,Millsboro,38 36 37.0,284 47 49.6,-27.4
6765,LOY2,A,49388M001,LOYOLA 2 COOP,36 45 50.4,283 45 43.9,-24.8
6766,LOYM,A,77000P613,LOYOLA M,38 18 38.1,283 22 02.0,4.8
6767,LOYX,A,77000P620,LOYOLA X,37 16 35.0,283 18 16.1,0.9
6768,LS03,A,77000P627,LOYOLA LS03,36 47 19.4,284 02 25.6,-23.4
6769,NCWA,A,77001P014,Washington 2007,35 33 34.8,282 56 28.5,-26.8
6770,NCWH,A,77001P016,Whiteville,34 16 49.6,281 17 00.6,-3.7
6771,NJCM,A,49373M001,Middle Township,39 06 02.4,285 11 49.5,-26.6
6772,NYBP,A,49386M001,BATTERY PARK,40 42 03.8,285 59 08.4,-15.7
6773,SCHY,A,49382M001,Longs,33 56 23.7,281 15 53.1,-17.5
6774,BLA1,A,77000P200,BlacksburgVA2006,37 12 40.8,279 34 46.1,605.7
6775,NCBC,A,77000P956,BRYSON CITY,35 22 21.5,276 29 36.6,564.8
6776,NCBR,A,77000P959,BURNSVILLE 2007,35 54 29.3,277 39 10.1,747.4
6777,NCET,A,77000P969,Elizabethtown,34 39 13.6,281 28 48.2,-10.9
6778,NCHE,A,77000P977,Hendersonville,35 21 21.9,277 29 55.9,653.1
6779,NCJL,A,77000P980,JORDAN LAKE,35 46 52.5,280 57 56.0,44.6
6780,NCNA,A,77000P991,Nashville,35 58 09.0,281 58 48.6,33.1
6781,NCNB,A,77000P992,New Bern NCGS,35 06 46.0,282 53 45.6,-17.5
6782,NCNE,A,77000P993,Newland 2007,36 04 39.9,278 05 19.6,1123.2
6783,NCRE,A,77000P999,Reidsville,36 21 42.7,280 20 03.4,233.5
6784,NCRO,A,77001P000,Rockingham,34 57 52.0,280 12 12.2,90.5
6785,NCRX,A,77001P001,Roxboro,36 23 28.0,281 00 05.5,193.3
6786,NCTA,A,77001P012,Tarboro,35 52 56.9,282 25 38.5,-1.9
6787,ACU6,A,49671M001,ACUSHNET 6,41 44 35.7,289 06 48.2,5
6788,HDF6,A,77000P408,Hudson Falls 6,43 16 15.8,286 27 39.2,42.7
6789,MOR6,A,77000P884,Moriches 6,40 47 21.8,287 15 12.1,-23.9
6790,NHCO,A,77001P056,NHDOT CONCORD,43 12 46.2,288 28 48.5,88.2
6791,P776,A,77001P435,GunstockMRNH2008,43 32 35.7,288 37 17.1,476.9
6792,URIL,A,77001P812,U OF RI COOP,41 29 20.1,288 28 20.2,44.4
6793,VTBE,A,77001P828,BENNINGTON,42 52 57.0,286 48 00.3,182.7
6794,XMTS,A,77001P901,MTS FOX COOP,42 03 50.0,288 44 58.3,66.7
6795,MARS,A,10073M008,Marseille,43 16 43.5,5 21 13.6,61.8
6796,ARFY,A,77000P131,FAYETTEVILLE,36 06 56.8,265 49 11.8,349.5
6797,WYRF,A,77001P899,Casper 2,42 49 50.3,253 40 21.4,1633.6
6798,PPER,A,40189M001,Pointe-au-Pere,48 31 00.6,291 31 50.0,-21.1
6799,OKEE,A,49553S001,Smiths Creek,42 54 49.9,277 24 18.4,159.7
6800,P368,A,77001P341,grants035gor2006,42 30 12.6,236 36 59.6,319.4
6801,KNGV,A,49103M001,Kingsville,42 01 37.0,277 15 54.5,142.4
6802,ABMF,A,97103M001,Aeroport du Raizet -LE,16 15 44.2,298 28 20.8,-25.6
6803,LPGS,A,41510M001,"La Plata, Argentina",-34 54 24.2,302 04 03.7,29.9
6804,NJTP,A,77001P069,Piscataway,40 32 25.8,285 31 55.8,-0.9
6805,ISPA,A,41703M007,"Easter Island, Chile",-27 07 29.9,250 39 20.1,112.5
6806,MSB6,A,77000P914,Bobo 6,34 06 51.3,269 18 35.0,24.1
6807,OKLW,A,49689S001,Lawton,34 34 22.0,261 35 24.2,313.6
6808,OKTE,A,77001P190,Tecumseh,35 15 36.6,263 06 07.8,301.9
6809,TXCH,A,77001P687,CHILDRESS,34 27 34.5,259 43 18.1,564
6810,TXOL,A,77001P751,OLNEY,33 21 21.6,261 15 01.0,331.8
6811,CTA1,A,19708M001,CRAFTON TULL COOP,36 20 37.3,265 49 11.9,384
6812,TUKT,A,40165M001,Tuktoyaktuk,69 26 17.6,227 00 20.3,-1.5
6813,UAAG,A,77001P808,U ALASKA COOP,61 11 27.8,210 10 33.2,66.4
6814,LOYW,A,77000P619,LOYOLA LOYW,37 31 41.0,284 09 07.3,-23.8
6815,ORSB,A,77001P201,South beach,44 37 30.9,235 57 04.1,-10.9
6816,KIT3,A,12334M001,"Kitab, Uzbekistan",39 08 05.1,66 53 07.6,622.5
6817,ANC2,A,77000P125,ANC AIRPORT 2,61 10 30.8,210 00 59.6,57.9
6818,MNLS,A,77000P791,LESUEUR,44 26 28.1,266 05 35.3,238.9
6819,P158,A,77001P268,MonumntRdgCN2004,40 25 20.9,235 53 34.0,873.7
6820,MOAT,A,77000P819,MODOT Alton,36 41 21.7,268 37 23.4,196.4
6821,WIS6,A,77001P867,Wisconsin Point 6,46 42 18.3,267 59 03.8,159.3
6822,PDEL,A,31906M004,"Ponta Delgada, Portuga",37 44 51.9,334 20 14.0,110.6
6823,ALMJ,A,77000P116,McDavidJonesSch2,31 01 44.3,271 46 12.9,70.1
6824,AC60,A,77000P063,Westeast__AK2008,52 42 52.6,174 04 34.5,18.3
6825,AB13,A,77000P010,ChignikLgnAK2006,56 18 26.3,201 29 46.3,487.8
6826,AB46,A,77000P027,ArcticVilgAK2007,68 07 14.4,214 25 55.5,647.9
6827,AC48,A,77000P056,NakedIsl__AK2007,60 38 45.1,212 39 25.1,379.5
6828,AC71,A,77000P068,DeltaJunc_AK2003,64 02 57.4,214 17 10.9,364
6829,WIKR,A,77001P860,Wicker84K_AK2008,63 33 09.8,209 04 40.0,1188.8
6830,P802,A,77001P442,MandanDDBMND2012,46 33 27.1,259 22 35.7,572.4
6831,GALP,A,49600S001,Gallipolis,38 50 39.1,277 43 19.8,168.2
6832,DRAO,A,40105M002,"Penticton, Canada",49 19 21.4,240 22 30.0,541.9
6833,P778,A,77001P437,MonteagleTN_2008,35 14 25.2,274 11 06.4,550.9
6834,BUEN,A,41912S001,----------------------,3 52 55.2,282 59 22.4,57.8
6835,WIM6,A,77001P862,Mequon 6,43 11 38.0,271 56 24.4,205.8
6836,P803,A,77001P443,MellenDDBMWI2012,46 19 35.2,269 18 58.8,414.3
6837,P804,A,77001P444,TheRockDDBGA2012,32 57 47.8,275 46 27.2,216.4
6838,NJMT,A,77001P064,NJMT,40 47 47.3,285 31 00.6,99.9
6839,ABQ6,A,77000P032,Albuquerque 6,34 57 25.6,253 30 19.8,1720.6
6840,P805,A,77001P445,TheRockSDBGA2012,32 57 47.6,275 46 27.0,215.7
6841,P807,A,77001P447,EcRockStPkTX2012,30 29 40.7,261 10 40.6,419
6842,OHHO,A,77001P154,HOCKING COUNTY,39 32 07.3,277 33 22.1,203.9
6843,AC78,A,77000P073,Tetlin_2__AK2009,63 06 48.5,217 58 19.4,643.7
6844,BIS5,A,49834M001,Biorka Island 5,56 51 16.1,224 27 38.5,66.8
6845,BIS6,A,77000P196,Biorka Island 6,56 51 15.5,224 27 37.5,66.6
6846,HOLB,A,40130M001,"Holberg, Canada",50 38 25.2,231 51 54.0,559.6
6847,IADE,A,77000P434,IOWA DOT DECORAH,43 16 15.8,268 10 06.4,316.5
6848,CORV,A,49659M001,CORV_PNGA_OR1996,44 35 07.9,236 41 43.4,105.6
6849,SCWR,A,77001P557,White Rose,34 58 57.0,278 48 02.5,190.5
6850,AB18,A,77000P014,Kotzebue__AK2007,66 51 30.1,197 23 11.3,37.1
6851,GUAT,A,40901S001,"Guatemala City, Guatem",14 35 25.4,269 28 47.3,1519.9
6852,ICAM,A,40514M002,Campeche Fixed Station,19 51 12.4,269 28 21.0,2.6
6853,VAN6,A,77001P817,Vandenberg AFB 6,34 49 35.2,239 26 12.1,99.5
6854,P123,A,77401P281,TresPiedraNM2006,36 38 06.6,254 05 20.9,2411.2
6855,MCES,A,77000P660,McNeil Canyon Elem. Sc,59 44 45.8,208 44 31.8,430.6
6856,GLPS,A,42005M002,"Puerto Ayora, Ecuador",-0 44 34.7,269 41 46.7,1.8
6857,LS08,A,77000P632,LOYOLA LS08,38 58 49.2,279 46 48.9,406.1
6858,SCRZ,A,41801M001,SANTA CRUZ DE LA SIERR,-17 47 48.4,296 50 25.1,442
6859,ZSU4,A,77001P927,San Juan WAAS 4,18 25 52.8,294 00 23.4,-28.5
6860,UPTC,A,49838S001,University of Pittsbur,41 37 43.7,280 20 09.3,342
6861,MNAN,A,77000P761,Appleton,45 11 43.7,263 58 42.2,281
6862,BRAZ,A,41606M001,"Brasilia, Brazil",-15 56 50.9,312 07 19.6,1106
6863,CUIB,A,41603M001,CUIABA,-15 33 18.9,303 55 48.4,237.4
6864,MARN,A,30313S004,Marion Island,-46 52 35.2,37 51 39.5,61.9
6865,HER2,A,40522M001,Hermosillo Fixed Stati,29 05 33.1,249 01 58.0,186.9
6866,NERC,A,77001P051,NDOR Red Cloud,40 04 32.2,261 28 54.6,494.1
6867,PRFJ,A,77001P498,Fajardo,18 19 34.7,294 20 54.9,-22.6
6868,NCBI,A,77000P958,Bodie Island,35 50 44.3,284 26 11.0,-34.4
6869,WVGB,A,40441M002,Green Bank,38 25 48.4,280 10 58.6,811.2
6870,HAG5,A,77000P401,Hagerstown 5,39 33 11.6,282 17 08.9,121.1
6871,AJAC,A,10077M005,ajac 10077M005,41 55 38.8,8 45 45.4,98.8
6872,KOUR,A,97301M210,"Kourou, French Guyana",5 15 07.8,307 11 38.5,-25.8
6873,CTI4,A,77000P289,CompassTools4CRNR,37 09 10.5,252 14 38.0,2018
6874,GLPS,A,42005M002,"Puerto Ayora, Ecuador",-0 44 34.7,269 41 46.7,1.8
6875,MERA,A,77000P682,Rangeley,44 58 25.3,289 20 49.4,488.4
6876,SNI1,A,49909S001,San Nicolas Island,33 14 52.3,240 28 32.2,239.7
6877,GODE,A,40451M123,"Greenbelt, USA",39 01 18.2,283 10 23.4,14.5
6878,GODZ,A,40451M123,GGAO,39 01 18.2,283 10 23.4,14.5
6879,KNTN,A,49598S001,Kenton,40 37 49.6,276 23 06.6,264.8
6880,P055,A,77001P245,GlendiveWTMT2006,47 07 00.1,255 18 53.5,667.8
6881,GNAA,A,49996S001,Glenallen,62 06 44.5,214 01 47.1,603.1
6882,AC27,A,77000P045,AC27MNEIL_AK2004,59 15 09.0,205 50 13.6,417.5
6883,FAA1,A,92201M012,faa1 92201M012,-17 33 19.1,210 23 08.5,12
6884,LOU5,A,77000P595,Louisville 5,38 00 37.0,274 42 04.2,191
6885,ALGO,A,40104M002,"ALGONQUIN PARK, CANADA",45 57 20.8,281 55 43.0,200.9
6886,VILL,A,13406M001,"Villafranca, Spain",40 26 36.9,356 02 52.8,647.3
6887,PLO5,A,49886M001,Point Loma 5,32 39 55.5,242 45 25.0,-22.5
6888,AB45,A,77000P026,SagRivrDOTAK2007,68 45 37.7,211 07 43.8,507
6889,AC43,A,77000P053,Seal_RocksAK2007,59 31 16.6,210 22 16.5,69.5
6890,AC53,A,77000P060,Willow_CrkAK2006,61 46 08.3,209 55 51.7,57.5
6891,AC57,A,77000P061,ThompsonPaAK2006,61 08 18.9,214 15 26.2,826.4
6892,AC75,A,77000P071,Hurricane_AK2002,62 59 57.4,210 23 28.2,608.6
6893,MOPL,A,77000P879,MODOT Platte City,39 23 04.0,265 12 59.9,212
6894,LCDT,A,49625S001,Lake County DT,42 17 42.1,272 02 22.7,189.4
6895,CAGS,A,40147M001,Gatineau,45 35 06.0,284 11 33.6,235
6896,HOLB,A,40130M001,"Holberg, Canada",50 38 25.2,231 51 54.0,559.6
6897,NANO,A,40138M001,"Nanoose Bay, Canada",49 17 41.3,235 54 48.6,6.6
6898,DURH,A,77000P320,DURHAM COOP,35 59 46.1,281 06 01.9,116.1
6899,GUS5,A,77000P393,Gustavus 5,58 25 02.9,224 18 09.5,20
6900,GUS6,A,77000P394,Gustavus 6,58 25 03.9,224 18 10.6,20.2
6901,JNU1,A,49519S001,Juneau WAAS 1,58 21 45.2,225 24 51.4,15.6
6902,AC45,A,77000P054,SitkinakIsAK2006,56 33 52.0,205 49 08.5,451.1
6903,AC63,A,77000P066,ATTPS_____AK2004,63 30 08.7,214 09 09.9,815.1
6904,VERA,A,40622M001,Veracruz,10 51 13.0,275 07 51.4,64.3
6905,IISC,B,22306M002,"Bangalore, India",13 01 16.2,77 34 13.3,843.7
6906,TXES,A,49512M001,ELLIS,32 22 10.9,263 08 14.0,163.7
6907,LS02,A,77000P626,LOYOLA LS02,37 15 47.9,282 35 20.0,-7.7
6908,TXGA,A,49872M001,Galveston,29 19 40.3,265 13 38.4,-10.7
6909,MIKS,A,77000P715,Hudson,41 51 02.6,275 38 55.3,245.5
6910,WHIT,A,40136M001,"WHITEHORSE, CANADA",60 45 01.8,224 46 40.3,1427.4
6911,WYLC,A,77001P898,LARAMIE COUNTY,41 06 16.3,255 13 28.6,1823.9
6912,P695,A,77001P422,MSH_NRIDGEWA2004,46 11 56.3,237 50 08.8,2015.7
6913,NAPL,A,49528S001,NAPLES,26 08 55.1,278 13 25.3,-19.1
6914,ZAB1,A,49696S001,Albuquerque WAAS 1,35 10 24.8,253 25 57.5,1619.7
6915,SAN0,A,77001P541,SanAndresCO,12 34 49.6,278 17 03.3,10.1
6916,STJO,A,40101M001,"ST. JOHN'S, CANADA",47 35 42.8,307 19 20.0,152.8
6917,AC51,A,77000P058,StrandlineAK2007,61 29 53.0,208 09 52.7,957.4
6918,AC52,A,77000P059,PilotPointAK2007,57 34 02.0,202 25 32.8,51.8
6919,AIS5,A,49998M001,Annette Island 5,55 04 08.6,228 24 01.6,32.3
6920,AB50,A,49400M001,MendenhallAK2005,58 25 00.3,225 27 16.9,51.5
6921,GODE,A,40451M123,"Greenbelt, USA",39 01 18.2,283 10 23.4,14.5
6922,OHLC,A,77001P158,Lucas County 2,41 43 16.4,276 28 25.3,150.7
6923,CCRM,A,77000P231,ROLLING MEADOWS,42 05 14.8,271 59 33.4,195.7
6924,GODZ,A,40451M123,GGAO,39 01 18.2,283 10 23.4,14.5
6925,OHI2,A,66008M005,"O'Higgins, Antarctic P",-63 19 15.8,302 05 55.2,32.5
6926,ALAS,A,77002P001,Calhoun Co Ad Blg,33 40 01.2,274 10 09.5,203.1
6927,OHI3,A,66008M006,"O'Higgins, Antarctic P",-63 19 15.9,302 05 55.0,32.6
6928,POLV,A,12336M001,"Poltava, Ukraine",49 36 09.4,34 32 34.5,178.3
6929,MOSR,A,77000P898,MoDOT St Robert,37 49 14.6,267 50 44.5,310.2
6930,HTV6,A,77000P423,Hartsville 6,36 21 27.3,273 54 36.8,167.5
6931,MINH,A,77000P729,New Haven,42 43 44.0,277 12 12.5,159.8
6932,NJTR,A,77001P070,TRENTON,40 15 27.4,285 12 11.9,40
6933,NJDY,A,77001P060,NJDY,40 22 52.1,285 32 03.6,3
6934,NJI2,A,49795S002,New Jersey Institute o,40 44 29.3,285 49 20.2,16.7
6935,MNHD,A,77000P781,HENDRICKS,44 27 32.0,263 33 52.1,525
6936,MEGO,A,77000P675,Gorham,43 40 52.1,289 32 56.2,88.8
6937,HRAO,A,30302M004,"Krugersdorp, South Afr",-25 53 24.3,27 41 13.1,1414.2
6938,NOVM,A,12367M002,"Novosibirsk, SNIIM",55 01 49.8,82 54 34.1,150.1
6939,MDO1,A,40442M012,"Fort Davis, USA",30 40 49.8,255 59 06.0,2004.5
6940,FMTS,A,49390M001,MTS FRAM COOP,42 18 00.2,288 33 29.1,42.8
6941,MIBX,A,77000P692,Baraga,46 45 50.8,271 29 13.1,193.8
6942,NJGC,A,77001P061,NJGC,39 46 52.8,284 52 48.7,-5.3
6943,RDSD,A,40805M001,Santo_DoDRCR2004,18 27 41.0,290 05 19.2,-9.2
6944,SIW2,A,77001P579,SEILER FRWI 2,42 52 04.5,272 01 01.4,190.2
6945,AB04,A,77000P006,Savoonga__AK2007,63 39 24.7,189 25 57.2,136.6
6946,AB18,A,77000P014,Kotzebue__AK2007,66 51 30.1,197 23 11.3,37.1
6947,URUM,A,21612M001,"Urumqi, China",43 48 28.6,87 36 02.4,858.9
6948,DGAV,A,30802M001,DIEGO GARCIA ISLAND,-7 16 10.8,72 22 12.8,-64.9
6949,FAIR,A,40408M001,"Fairbanks, USA",64 58 40.7,212 30 02.7,319
6950,PARL,A,49536S001,PSU ARL NRDC,40 11 46.2,284 56 24.3,75.3
6951,DRAO,A,40105M002,"Penticton, Canada",49 19 21.4,240 22 30.0,541.9
6952,MEGR,A,77000P676,Greenville,45 27 49.2,290 24 23.0,292.8
6953,MEJD,A,77000P677,Fairfield,44 36 29.7,290 24 00.4,54.8
6954,AC08,A,77000P035,CapDouglasAK2007,58 55 43.5,206 21 19.0,644.2
6955,AIS6,A,77000P082,Annette Island 6,55 04 07.9,228 24 02.8,32.4
6956,WIAB,A,77001P854,Abrams,44 47 27.3,271 57 17.7,166.1
6957,WIBL,A,77001P855,BELL,46 51 58.8,268 54 51.2,200.8
6958,WICR,A,77001P857,Crandon,45 34 35.0,271 06 29.5,464.4
6959,LCSB,A,77000P581,Little Cayman,19 40 03.2,279 55 04.4,-8.2
6960,LOYO,A,77000P614,LOYOLA O,38 03 00.6,282 39 08.8,41.9
6961,CBMD,A,77000P226,Brac Major Donald,19 44 16.7,280 14 30.2,18.7
6962,ICT3,A,77000P452,Wichita ICT3,37 45 09.3,262 47 01.5,401.3
6963,USC1,A,40487M001,"Los Angeles, CA",34 01 26.2,241 42 53.5,21.9
6964,PBOC,A,49640S002,Prudhoe Bay 2,70 15 23.0,211 39 54.3,20.1
6965,PUO1,A,49516S001,Old Airport Tower,70 15 13.9,211 39 24.2,21.4
6966,CASR,A,77000P224,Santa Rosa CA,38 26 26.4,237 15 10.7,11.5
6967,MAL2,A,33201M003,"Malindi, KE",-2 59 45.7,40 11 38.9,-20.9
6968,AZBH,A,77000P158,Bullhead City,35 06 26.9,245 23 42.0,151.7
6969,DP5A,A,77000P310,HANOVER PARK COOP,41 59 22.4,271 50 34.0,221.4
6970,AB44,A,49401M001,SkagwayUSCAK2005,59 31 40.9,224 46 18.1,304.2
6971,ROSS,A,40159M001,Rossport,48 50 01.4,272 28 49.4,149.8
6972,P056,A,77001P246,PotervilleCS2005,36 01 38.7,240 56 13.6,101.8
6973,MIDD,A,77000P699,Dundee,41 57 21.0,276 21 04.3,170.6
6974,RIOB,A,41645M001,Rio Branco,-9 57 55.6,292 11 49.8,172.6
6975,CCSK,A,77000P232,SKOKIE COOK CO,42 03 48.5,272 13 58.2,167.6
6976,HOUM,A,77000P417,HOUMA,29 35 32.1,269 16 34.9,-12.7
6977,NAUS,A,41614M002,MANAUS,-3 01 22.5,299 56 41.9,93.9
6978,BRAZ,A,41606M001,"Brasilia, Brazil",-15 56 50.9,312 07 19.6,1106
6979,AC42,A,77000P052,SanakIslndAK2007,54 28 18.3,197 12 58.8,257.9
6980,AC47,A,77000P055,SlopeMtn__AK2007,60 04 53.2,207 22 33.7,922.3
6981,BAY5,A,49804S005,Cold Bay 5,55 11 24.9,197 17 34.2,50.7
6982,BAY6,A,49804S006,Cold Bay 6,55 11 25.5,197 17 35.6,50.7
6983,DSL1,A,49518S001,Drill Site L1,70 20 00.3,211 31 38.1,17.1
6984,MNVT,A,77000P814,ST VINCENT,48 58 15.5,262 47 54.3,217.1
6985,LMCN,A,77000P590,LUMCON,29 15 17.9,269 20 19.3,-16.1
6986,DED2,A,77000P295,DELDOT SOUTH 2,38 39 52.3,284 37 21.2,-14.9
6987,REYK,A,10202M001,"REYKJAVIK, ICELAND",64 08 19.6,338 02 40.2,93
6988,MOCS,A,77000P841,MoDOT Cassville,36 38 48.2,266 05 39.6,391.6
6989,AB07,A,40423M002,SandPoint_AK2004,55 20 57.3,199 31 23.6,89.6
6990,NCBX,A,77000P961,Buxton,35 15 58.1,284 26 53.1,-26.9
6991,RIO2,A,41507M006,RIO2 41507M006,-53 47 07.6,292 14 55.9,32
6992,NJOC,A,77001P067,njoc,39 57 10.0,285 48 23.3,-9.5
6993,DP3A,A,77000P308,NAPERVILLE COOP,41 45 53.4,271 49 23.1,191
6994,HOFN,A,10204M002,"Hoefn, Iceland",64 16 02.2,344 48 07.4,82.8
6995,WACH,A,77001P843,Wauchula,27 30 51.0,278 07 03.3,9.2
6996,TN18,A,77001P619,TDOT DISTRICT 18,36 21 57.0,277 49 17.7,444.6
6997,CTEG,A,77000P287,East Granby,41 55 24.3,287 18 04.1,29.1
6998,CME6,A,77000P259,Cape Mendocino 6,40 26 29.0,235 36 13.2,304
6999,LOYK,A,77000P612,LOYOLA LOYK,39 07 51.8,283 12 33.7,34
7000,MSPE,A,77000P933,Prairie,33 47 52.3,271 20 29.8,75.3
7001,ALAS,A,77002P001,Calhoun Co Ad Blg,33 40 01.2,274 10 09.5,203.1
7002,CTMA,A,77000P290,Mansfield,41 43 52.9,287 47 21.1,53.9
7003,PETS,A,12355M003,PETROPAVLOVSK-KAMCHATK,53 01 23.8,158 39 00.4,102.1
7004,AB18,A,77000P014,Kotzebue__AK2007,66 51 30.1,197 23 11.3,37.1
7005,NELY,A,77001P045,NDOR LYONS,41 56 17.7,263 32 26.4,398.2
7006,MARY,A,77000P644,MARY_289 LSU C4G,30 01 22.7,270 05 13.1,-24.3
7007,WHC1,A,40461M001,"Whittier, CA",33 58 47.5,241 58 07.7,94.2
7008,CDB8,A,77000P236,Cold Bay WAAS 8,55 11 32.5,197 17 36.9,49.2
7009,P105,A,77401P263,DeltaMuni_UT2004,39 23 15.1,247 29 45.2,1431.5
7010,AB49,A,77000P029,KlawockAirAK2006,55 34 48.3,226 55 53.4,17.6
7011,MICC,A,77000P694,Cass City,43 36 26.5,276 49 40.8,210.8
7012,P415,A,77001P348,WHGOLFCRS_WA2004,46 39 21.5,236 16 12.4,-15.4
7013,BIS5,A,49834M001,Biorka Island 5,56 51 16.1,224 27 38.5,66.8
7014,BIS6,A,77000P196,Biorka Island 6,56 51 15.5,224 27 37.5,66.6
7015,LEV5,A,77000P586,Level Island 5,56 27 56.4,226 54 25.9,25.4
7016,LEV6,A,77000P587,Level Island 6,56 27 56.3,226 54 27.4,25.4
7017,AC26,A,77000P044,Cape_Gull_AK2008,58 12 52.3,205 50 58.9,190.1
7018,AC62,A,77000P065,DenliHwy32AK2004,63 05 00.9,213 41 14.2,1347.1
7019,AC76,A,77000P072,LogCabin__AK2008,63 02 23.9,216 44 28.2,1585.3
7020,COPO,A,41714S001,Copiapo,-27 23 04.2,289 39 42.3,479.1
7021,LCSM,A,77000P582,SMITHVILLE COOP,30 00 30.4,262 52 28.2,72.8
7022,YFB1,A,77001P903,Iqaluit WAAS,63 43 53.3,291 27 24.5,9.6
7023,OAX2,A,40517M001,Oaxaca,17 04 42.0,263 16 59.7,1607.2
7024,CTGR,A,49404M001,Groton,41 20 07.0,287 57 01.0,-19.6
7025,TXAG,A,49407M001,Angleton,29 09 50.9,264 34 51.5,-16
7026,GUS6,A,77000P394,Gustavus 6,58 25 03.9,224 18 10.6,20.2
7027,LMMF,A,97205M001,Institut Geographique,14 35 41.3,299 00 13.7,-27.1
7028,AIS5,A,49998M001,Annette Island 5,55 04 08.6,228 24 01.6,32.3
7029,AC79,A,77000P074,Montague2_AK2010,59 59 52.3,212 35 49.0,287.8
7030,TXBV,A,77001P677,Brownsville,25 56 18.3,262 27 48.5,-6.1
7031,SOLA,A,20101M001,"SOLAR VILLAGE, SAUDI A",24 54 38.4,46 24 02.0,760
7032,INEG,A,40507M001,"Aguascalientes, Mexico",21 51 22.1,257 42 56.8,1887.8
7033,METS,A,10503S011,"Kirkkonummi, Finland",60 13 02.9,24 23 43.1,94.6
7034,TXKC,A,77001P722,Karnes City,28 52 25.9,262 05 44.4,110
7035,QAQ1,A,43007M001,Qaqortoq / Julianehaab,60 42 54.9,313 57 08.0,110.5
7036,MC06,A,77000P655,MACK,39 13 21.1,251 08 54.0,1392.5
7037,P140,A,77001P259,SlateMtn__CN2006,38 49 45.2,239 18 24.4,1079.2
7038,NEIA,A,41620M002,Cananeia,-25 01 12.8,312 04 30.1,6
7039,NICO,A,14302M001,"Nicosia, Cyprus",35 08 27.5,33 23 47.2,190
7040,YELL,A,40127M003,"YELLOWKNIFE, CANADA",62 28 51.2,245 31 09.4,180.9
7041,RSBG,A,77001P528,Roseburg,43 14 06.0,236 38 26.2,135.2
7042,AC19,A,77000P041,FarewellMTAK2008,62 31 09.1,206 23 33.6,546.5
7043,KOD5,A,40419M003,Kodiak 5,57 37 03.6,207 48 23.6,27.2
7044,SACR,A,77001P532,SACRAMENTO COOP,38 39 17.9,238 38 44.7,7
7045,BRU7,A,77000P210,Brunswick 7,43 53 23.0,290 03 12.4,4.3
7046,BRU8,A,77000P211,Brunswick 8,43 53 23.4,290 03 11.9,4
7047,AB36,A,77000P021,Manley_HotAK2006,65 01 49.4,209 15 21.6,816.5
7048,ALRT,A,40162M001,Alert (Ellesmere Islan,82 29 39.4,297 39 34.3,78.2
7049,P146,A,77001P261,SignalPeakCN2006,39 20 14.8,239 27 45.7,2347.3
7050,ZSU4,A,77001P927,San Juan WAAS 4,18 25 52.8,294 00 23.4,-28.5
7051,TXAN,A,49581S001,San Antonio RRP2,29 29 28.3,261 25 24.0,263.8
7052,CHPI,A,41609M003,"CACHOEIRA PAULISTA, BR",-22 41 13.7,315 00 53.4,617.4
7053,WGTN,A,50208M003,Wellington Airport,-41 19 24.4,174 48 21.2,26
7054,P806,A,77001P446,TheRockMSTGA2012,32 57 47.9,275 46 26.9,215.9
